GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count 
"32.989999999999995,77.01","2.302999999999999,23.897",#,"-0.48499999999999965,2.4849999999999994",#,"43.455999999999996,53.408","-0.7935,0.6325",#,#,#,"-1.142,3.142",#,#,#,#,#,#,"0.8955,1.9994999999999998",#,1.0,1.0,1.0,1,97.34656287768576,49929,48580,0.3684210526315789,0.0010853832360071983,18,18
"-5.487614822941606,36.975","-2.1050000000000013,10.705000000000002",#,"-0.3334999999999999,2.9335","2.0250000000000004,13.015","0.9133925361629558,41.012","-0.59,0.7899999999999999",#,"-31.5,55.9",#,#,"39.2,99.2","0.49540132944517434,5.536248544411243",#,#,#,"-0.2750000000000001,0.875","-0.8775,0.98",#,0.0,1.0,1.0,1,95.088,49948,48584,0.5789473684210527,0.0010602009777698073,7,7
"54.25,89.75",#,"-7.2375,12.837499999999999",#,#,"51.988,62.904","-1.5238349482855593,0.3105","-1.105,1.105",#,#,#,"-24.925675529683982,56.585251256684",#,#,"0.05021455991557078,5.916","-1.096,7.471718450340386",#,#,"-1.3404916980515358,1.2815",0.0,1.0,1.0,1,72.2912,49768,48590,0.47368421052631576,0.0008060239033753228,9,9
"-5.487614822941606,59.005",#,"-2.9250000000000007,14.125",#,#,#,#,"-1.7225000000000001,1.7225000000000001",#,"-1.7715,2.7715",#,"24.2,66.0","-0.03699999999999992,0.8975876353724147",#,#,"-0.27300000000000013,4.073",#,"-0.5825,0.7825",#,0.0,0.14474166194303867,0.6793893129770993,1,80.37481741822168,49998,48592,0.42105263157894735,0.0008961536683374175,89,131
#,"2.4670000000000005,21.133000000000003",#,#,"-2.1550000000000002,13.032340133852593","15.508085283611791,40.1",#,#,#,"-1.0010000000000001,3.922792379270936","-2.805,2.805","-29.5,29.5",#,#,#,#,#,#,"-0.8480000000000003,1.4480000000000004",0.0,1.0,1.0,1,27.0,49600,48595,0.3684210526315789,0.0003010414184732542,1,1
"69.575,108.49748139154144",#,#,"1.6695000000000002,8.384",#,#,#,#,#,"0.8984999999999999,4.593999999999999","-0.5660000000000003,5.634","42.7,107.7",#,"4.3443996725827105,7.638",#,#,"-0.0583685403185327,1.6875",#,#,1.0,1.0,1.0,1,88.84903082266457,49990,48602,0.3684210526315789,0.0009906384544010676,42,42
"1.2800000000000011,59.005","13.450000000000001,31.75",#,"-0.08199999999999963,3.8244999999999996",#,#,"-0.368,0.368",#,#,#,#,#,#,#,#,#,"-0.1875,1.1875",#,"2.233,2.779330904238515",0.0,0.0,0.0,1,58.0,48618,48618,0.3157894736842105,0.0006466815656092128,0,1
#,"31.009999999999998,47.81","14.337499999999999,29.4625","5.035,10.1215",#,"34.52799999999999,58.272000000000006",#,#,"-8.8,55.60000000000001",#,#,"42.7,107.7",#,"1.526,4.5440000000000005","-1.9439999999999995,11.296","1.9210000000000003,6.479",#,"-0.17316839701191156,1.492","0.6879999999999997,4.932579931395418",1.0,0.8782030639030666,0.9743589743589743,1,81.43509474168978,49994,48623,0.5789473684210527,0.0009079754235015606,38,39
#,"24.35,42.65",#,#,#,"36.172,65.428",#,#,"-35.5,51.0","-1.2565000000000004,4.593999999999999",#,#,"0.575,4.2625",#,#,"4.039,7.961",#,"-2.351601728885778,1.541",#,1.0,0.3921708428882455,0.8292682926829268,1,78.86705188168742,49993,48624,0.3684210526315789,0.0008793425618247004,34,41
"54.35,107.27",#,#,#,#,#,"1.179,2.5485",#,"-24.108959569432777,72.2",#,"0.26200000000000023,4.138","46.900000000000006,113.9",#,"1.3489999999999998,4.4510000000000005","0.6119999999999997,6.188000000000001",#,#,#,"1.585,3.5685000000000002",1.0,0.44855981016533175,0.8518518518518519,1,74.964775919003,49935,48624,0.42105263157894735,0.0008358334251180116,23,27
"-5.235000000000003,65.975",#,#,#,#,"42.292,56.708","-0.598,0.598",#,"-31.108401967768827,31.0",#,"-2.568,4.368","48.0,102.0","-0.8500108343528853,2.102","-4.904905182060351,4.757","-4.314359654053851,5.452",#,"0.75,1.65","-0.575,1.375","0.6004999999999998,2.1995",0.0,0.21208362139917689,0.7333333333333333,1,87.76225902592,49768,48627,0.631578947368421,0.000978521294280745,11,15
#,#,#,#,#,"42.296,55.932",#,#,"-35.5,51.0","0.8984999999999999,4.593999999999999",#,#,#,#,#,"-2.15,11.231791515384753",#,#,#,1.0,0.3497701062462059,0.8105065666041276,1,73.81696032746765,49994,48639,0.21052631578947367,0.0008169505964616357,432,533
#,"6.375,33.825",#,#,#,#,"-0.45999999999999996,0.806",#,#,#,#,"16.0,121.7","-0.913,3.8572296702176825","0.6549999999999996,7.071510549926934",#,#,#,"-0.575,0.0062368416901568136",#,0.0,0.061861440362177916,0.573170731707317,1,66.27901366560856,49998,48640,0.3157894736842105,0.000738989936626037,47,82
#,"11.205,43.367",#,"4.912298266506403,10.1215",#,"34.296,58.300000000000004",#,#,#,#,#,#,"-0.49849999999999994,2.0985",#,#,"0.7569999999999999,4.043",#,#,#,1.0,0.8153726975999999,0.96,1,93.94565194351439,49941,48652,0.2631578947368421,0.001047464160017415,48,50
#,#,#,"0.3150000000000004,3.2849999999999997","-1.2599999999999998,9.195",#,#,#,#,#,#,"16.83090797171527,42.0","-0.03699999999999992,0.8975876353724147","-0.8739999999999999,2.915",#,#,#,"-0.8869999999999999,0.5875","0.8005,4.5158835505330615",0.0,0.03195911297582305,0.7916666666666667,1,60.606925687641265,48655,48655,0.3684210526315789,0.0006757479584559495,0,0
#,"22.189999999999998,47.81",#,#,"12.015,20.185000000000002","25.924,67.132",#,#,#,"2.9515,7.6485",#,"42.7,90.1",#,#,"8.192,16.556",#,"0.5405794094122863,2.975",#,#,1.0,0.708245596707819,0.9333333333333333,1,49.91111424,49877,48657,0.3684210526315789,0.0005564930603107496,14,15
#,#,#,"7.937654406696042,11.965",#,#,"-0.828,0.8995884681711678",#,"-35.5,51.0",#,"8.058,12.341999999999999",#,#,#,"7.444,15.808","-1.1269999999999998,6.479",#,#,#,1.0,1.0,1.0,1,31.0,49877,48657,0.3157894736842105,0.00034564014713595856,4,4
"29.321200257596473,94.76275661824582","2.302999999999999,23.897","3.125,16.775","-0.48499999999999965,2.4849999999999994","-3.4349999999999996,10.434999999999999",#,#,#,"-14.000000000000002,61.28890247157554",#,#,"2.646020229439465,112.7",#,#,#,#,"-0.35,0.5499999999999999","0.5954999999999999,2.1045",#,1.0,0.3437397318290407,0.8076923076923077,1,74.68283472185158,49862,48664,0.47368421052631576,0.000832689870380363,42,52
"-5.487614822941606,59.005","-2.9350000000000014,17.754",#,"1.4150000000000003,3.8244999999999996",#,"45.096,55.528000000000006","-0.23349999999999996,0.4335","-1.7225000000000001,1.7225000000000001",#,#,#,"49.7,66.0","-2.1601954774551704,0.8975876353724147","-1.609,2.809","-0.8639999999999999,9.064",#,"-0.17500000000000004,1.175","-0.38749999999999996,1.9559179406514564","0.8005,3.3913953315832113",0.0,1.0,1.0,1,77.5,49677,48672,0.6842105263157895,0.0008641003678398964,2,2
"-5.487614822941606,59.005","-2.9350000000000014,17.754",#,"1.4150000000000003,3.8244999999999996",#,"45.096,55.528000000000006",#,"-1.7225000000000001,4.09081947930725",#,#,#,"49.7,66.0","-2.1601954774551704,0.8975876353724147",#,"-0.8639999999999999,9.064",#,#,"-0.38749999999999996,1.9559179406514564","0.8005,3.3913953315832113",0.0,1.0,1.0,1,77.5,49677,48672,0.5263157894736842,0.0008641003678398964,2,2
"24.445,53.555",#,"-7.2375,12.837499999999999","-0.5325,3.4789999999999996",#,"51.988,62.904",#,#,"-34.0,34.0",#,"-1.648,3.248",#,"0.26049999999999995,2.5395",#,#,#,"0.11249999999999993,1.2875",#,"-1.3404916980515358,2.7152421129446664",0.0,0.07307706433667734,0.5925925925925926,1,51.92567187522115,49922,48673,0.47368421052631576,0.0005789547376479013,16,27
"58.055,99.945",#,#,#,#,"42.296,55.932","0.5630000000000001,1.4759352236535355",#,"10.600000000000001,56.6",#,#,#,"-0.7924999999999999,1.5924999999999998","0.21928857756479347,4.296",#,#,#,"-0.9869999999999999,1.587",#,1.0,0.438060280309797,0.8478260869565217,1,80.98015076337398,49941,48678,0.3684210526315789,0.0009029029427401513,39,46
"36.995,59.005","3.846,17.754",#,#,#,"-3.235316482332909,42.855999999999995",#,"-0.8424999999999999,1.0425",#,#,"-1.0439999999999998,3.444","42.0,66.0",#,"0.6549999999999996,4.090000000000001",#,#,#,#,#,0.0,0.27214629954271363,0.7708333333333334,2,82.66788883058541,49910,48681,0.3684210526315789,0.0018434413715369422,37,48
"1.2800000000000011,35.235",#,"-8.1125,12.5125",#,"-1.4300000000000004,5.03","52.792,67.208",#,#,#,#,"-3.223,4.223",#,#,"-5.5468371811537756,4.808","1.0879999999999996,5.712",#,#,#,"-0.21500000000000008,2.117",0.0,1.0,1.0,1,57.666666666666664,49702,48697,0.42105263157894735,0.0006429650048873207,3,3
"52.44,107.27","11.205,34.995000000000005",#,#,#,#,#,"1.2274999999999998,4.2575",#,#,#,#,"1.3750000000000002,4.2625",#,"1.032,7.968",#,#,"-2.351601728885778,1.8597767579316218",#,1.0,0.7631229607539922,0.9473684210526315,1,81.07800361081243,49719,48714,0.3157894736842105,0.0009039939708880963,18,19
"-5.235000000000003,60.65",#,#,#,#,"-3.235316482332909,46.196000000000005",#,#,#,#,#,"16.0,97.8","0.49540132944517434,3.8572296702176825",#,#,#,#,#,"-0.5095000000000001,0.7740000000000002",0.0,0.09061586992058583,0.6186440677966102,1,64.81573260308583,49951,48717,0.2631578947368421,0.0007226748178598559,73,118
"65.445,94.555",#,#,"5.035,11.965",#,"37.668,67.132","-0.013999999999999957,0.345","-1.455,3.115","-0.6000000000000014,52.4",#,#,#,"0.7304999999999999,4.9225",#,"1.2439999999999998,13.19386046531897","0.15700000000000003,3.443",#,"-0.6920000000000001,1.492",#,1.0,0.6472278485082303,0.9166666666666666,1,97.87223819176043,49990,48720,0.5263157894736842,0.0010912443486814727,33,36
#,"-1.9800000000000004,19.98",#,"1.3920717040045396,1.8590102101884307",#,"18.9,42.855999999999995",#,"0.9429993366846046,2.418647478322782","-31.5,31.5","-1.1400000000000001,1.94",#,#,"-1.2899999999999998,1.89","-4.010134602918885,3.074","-3.2439999999999998,6.62",#,"-0.6000000000000001,0.8",#,#,0.0,0.670176922268936,0.9230769230769231,2,106.28528384,49989,48735,0.5263157894736842,0.0023700942674093365,12,13
"36.995,59.005","3.846,17.754",#,#,#,"-3.235316482332909,42.855999999999995",#,"-0.8424999999999999,1.0425",#,#,"-1.0439999999999998,3.444","42.0,66.0","-1.2514999999999998,1.4515","0.6549999999999996,4.090000000000001",#,#,#,#,#,0.0,0.3276800000000001,0.8,3,89.08605920434715,49910,48738,0.42105263157894735,0.0029798437365632187,36,45
"-5.235000000000003,36.975",#,"-2.45,14.05","-1.3274999999999997,3.1274999999999995",#,#,#,#,#,#,#,"57.8,143.93261734659197",#,#,"-3.2520000000000002,4.78","-2.3689999999999998,5.369",#,#,"-0.14550000000000007,2.2840000000000003",0.0,0.29253387338190723,0.782051282051282,1,99.40070144874392,49989,48740,0.3684210526315789,0.0011082862281987526,61,78
#,"28.642,39.027",#,"-2.0164999999999997,8.177999999999999",#,"34.296,62.704",#,#,#,"0.32899999999999996,3.8710000000000004",#,#,#,#,"7.064,10.911999999999999",#,"0.125,1.675","-2.351601728885778,1.541","1.7905,4.2095",1.0,1.0,1.0,1,94.576930803712,49990,48741,0.42105263157894735,0.0010545027186665285,18,18
"-5.487614822941606,47.845","4.268999999999998,25.131","-6.5375,13.5375",#,#,#,#,"-1.3275000000000001,1.7275","-31.5,31.0",#,#,#,"-0.03699999999999992,0.8975876353724147","0.1389999999999998,6.061","-0.8639999999999999,9.064","-0.27300000000000013,4.073",#,"-1.204,1.9559179406514564","0.8005,2.233",0.0,0.512908935546875,0.875,1,87.97971914388543,49847,48757,0.5789473684210527,0.00098094590547977,21,24
#,"-0.7511543925178907,24.55",#,"-0.9324999999999999,2.5324999999999998",#,"42.296,55.932",#,#,#,#,#,"42.7,118.4",#,#,#,#,#,#,#,1.0,0.12246919439337903,0.6570605187319885,1,61.11173180797122,49976,48760,0.21052631578947367,0.0006398765216683,228,347
#,"6.25,32.293",#,"0.12900000000000045,5.8709999999999996",#,#,#,#,#,"-1.61,5.5755242914860865",#,#,#,#,#,#,#,"-0.4045,2.961197306275512",#,1.0,0.09120356434364232,0.6194444444444445,1,66.10392795202095,49995,48760,0.21052631578947367,0.0007094532720618853,669,1080
#,#,#,#,#,#,#,#,#,#,#,"42.7,96.2",#,#,#,#,"1.225,2.975","-0.68,1.0305806744661954","0.6879999999999997,3.3120000000000003",1.0,0.45761349343324415,0.8552631578947368,1,88.91773395449584,49994,48762,0.21052631578947367,0.0009914044724847729,65,76
#,#,"-1.7374999999999998,16.1375",#,#,#,"-0.828,0.828","-2.2399999999999998,2.7399999999999998",#,#,#,"42.7,85.64813572121",#,#,"-3.032,7.032","1.9210000000000003,6.479","1.225,2.975",#,#,1.0,1.0,1.0,1,106.12619697752788,49993,48762,0.3684210526315789,0.0011832733657513696,34,34
"49.09,94.76275661824582",#,"-6.050000000000002,12.650000000000002","-0.48499999999999965,2.4849999999999994",#,"43.455999999999996,53.408",#,"-1.2025,1.2025","-34.0,34.0","-2.398838517816683,2.779","-1.142,3.142",#,#,#,#,#,#,"0.8955,1.9994999999999998",#,1.0,1.0,1.0,1,97.61880096690405,49929,48767,0.47368421052631576,0.0010884186041753732,23,23
#,#,#,"-1.0749999999999997,3.8749999999999996","-2.3200000000000003,10.77","13.621766083351428,42.855999999999995",#,#,"-31.5,31.5","-1.1400000000000001,4.081268342283962",#,"42.0,97.8","-1.2899999999999998,1.89","-4.010134602918885,3.074","-3.2439999999999998,6.62",#,#,#,#,0.0,0.09708882095695918,0.6272401433691757,1,93.84445298860439,49989,48771,0.47368421052631576,0.0010463358238346698,175,279
#,#,#,"-0.5839999999999999,2.5839999999999996","-2.1750000000000003,6.375",#,"-1.2758845127785776,-0.05821362599829982",#,#,"-0.2639999999999998,4.664",#,#,"0.49540132944517434,3.8572296702176825","0.6549999999999996,5.325",#,#,#,"-0.575,0.0062368416901568136","-0.6915000000000001,1.8915000000000002",0.0,0.03649957185973576,0.8106060606060606,1,65.00695707568806,48784,48784,0.42105263157894735,0.0007248069099516698,0,0
"54.35,107.27",#,"11.2,20.0",#,#,#,#,#,#,#,"-0.22299999999999986,7.223",#,#,#,"7.064,10.911999999999999",#,#,#,#,1.0,0.7164427963651452,0.9354838709677419,1,84.2817165716938,49990,48785,0.21052631578947367,0.0009397143521519808,29,31
"69.575,94.425",#,#,#,"1.79,12.809999999999999",#,#,"-2.0475,2.0475",#,"-1.2565000000000004,4.479",#,"42.7,107.7",#,"4.3443996725827105,7.638",#,#,"-0.0583685403185327,1.6875",#,#,1.0,1.0,1.0,1,88.8174595583059,49990,48793,0.3684210526315789,0.0009902864448379,34,34
#,"4.417999999999999,24.182000000000002","-5.337500000000001,13.350000000000001","0.7645000000000004,1.8590102101884307","1.81,13.615","18.9,47.55766585289339","0.30899999999999994,0.806","0.9429993366846046,3.6125000000000003","-31.5,31.5",#,#,"54.2,93.2",#,#,"-2.2199999999999998,6.62",#,#,"-0.875,0.6435",#,0.0,1.0,1.0,1,116.77656988308307,49989,48800,0.5789473684210527,0.001302021638594238,24,24
#,#,#,#,#,"43.455999999999996,53.408",#,#,#,#,#,"2.646020229439465,112.7",#,#,"1.9000000000000001,5.3",#,#,#,"-0.025000000000000133,2.0250000000000004",1.0,0.23592980888821863,0.7491289198606271,1,78.3788358896974,49935,48807,0.21052631578947367,0.0008738991086858115,215,287
"32.989999999999995,77.01","2.302999999999999,23.897",#,"-0.48499999999999965,2.4849999999999994",#,"43.455999999999996,53.408","-0.7935,0.6325",#,#,#,"-1.142,3.142",#,#,#,"-1.1839999999999997,7.384",#,#,"0.8955,1.9994999999999998","-0.9325000000000002,1.7325000000000004",1.0,1.0,1.0,1,98.048800768,49929,48809,0.47368421052631576,0.001093212965288897,13,13
"24.445,53.555",#,"-7.2375,11.337499999999999","1.2665,2.9325",#,"51.988,62.904",#,#,"-26.0,34.5","-2.372,3.1719999999999997",#,"-24.925675529683982,66.0","0.4075000000000002,2.5395",#,"0.05021455991557078,5.916","-2.5029999999999997,2.903","0.11249999999999993,1.2875",#,"-1.3404916980515358,1.2815",0.0,0.3276800000000001,0.8,1,57.722816,49922,48818,0.631578947368421,0.000643591052107802,8,10
#,"0.9249999999999998,10.075","-5.337500000000001,11.125000000000002",#,#,#,#,"-1.6875,3.775","-34.5,34.5",#,#,"36.400000000000006,94.4",#,#,#,#,"0.09999999999999998,0.926811221129736","-0.6435,0.6435","-1.417,0.7740000000000002",0.0,0.0685339214507568,0.5850340136054422,1,66.43023940645281,49981,48832,0.42105263157894735,0.0007406760555717194,86,147
#,#,"3.3125,15.6875","0.12900000000000045,5.8709999999999996",#,#,#,"-0.047499999999999876,4.047499999999999",#,#,#,#,#,"-2.096,4.785",#,#,"0.26250000000000007,1.3375","-1.1065,2.961197306275512",#,1.0,0.12099818268869783,0.6554744525547446,1,73.42296598060575,49995,48833,0.3157894736842105,0.0008114594567834064,449,685
"20.473915034349165,104.98582558533758","-0.7511543925178907,26.888",#,#,"2.74,8.06",#,#,#,#,"-0.47850000000000015,2.6785000000000005",#,#,"-0.7045000000000001,2.1045",#,#,#,#,"-1.0234999999999999,1.5065",#,1.0,0.08808673040360164,0.6151515151515151,1,65.13908479331643,49995,48833,0.3157894736842105,0.0006960061538627822,406,660
#,"22.186,43.413999999999994",#,#,#,#,#,#,#,#,#,#,#,#,"7.444,13.19386046531897",#,"-0.0583685403185327,1.675",#,#,1.0,0.702515484468041,0.9318181818181818,1,77.37960463854454,49990,48835,0.15789473684210525,0.0008627579978254462,41,44
"62.83,101.17",#,"14.95,27.05","7.937654406696042,11.965",#,#,#,#,"-35.5,59.2",#,#,#,#,#,"7.064,16.556",#,#,#,#,1.0,1.0,1.0,1,30.2,49877,48835,0.2631578947368421,0.00033672040140341765,5,5
"-5.235000000000003,53.555",#,"-15.84075915160124,9.9875",#,#,"13.621766083351428,40.1",#,#,#,#,#,#,#,"0.9029999999999996,2.915","-2.2199999999999998,5.824000000000001","-3.9749999999999996,4.432","-0.19999999999999996,1.5999999999999999",#,#,0.0,0.46266436603796024,0.8571428571428571,1,102.54798338338198,49989,48838,0.3684210526315789,0.0011433774214557413,54,63
"36.995,44.005",#,#,#,#,#,#,"-0.6125000000000003,0.8188227909690424","-34.5,34.5","-1.6945000000000001,4.081268342283962","-2.1229999999999998,5.313","42.0,66.0",#,#,"-2.2199999999999998,6.8",#,"-0.26249999999999996,1.2625","-0.26049999999999995,1.4529999999999998","-0.8170000000000002,2.233",0.0,0.2373046875,0.75,1,73.96364824711875,49955,48843,0.5263157894736842,0.0008246711697692389,24,32
#,#,"-15.84075915160124,13.350000000000001","0.7645000000000004,1.8590102101884307",#,"13.621766083351428,46.196000000000005","0.30899999999999994,0.806",#,#,#,#,"54.2,93.2",#,"0.9029999999999996,2.915","-2.2199999999999998,6.62",#,"-0.19999999999999996,1.5999999999999999",#,#,0.0,0.4514351841417832,0.8529411764705882,1,103.80257352695801,49989,48846,0.42105263157894735,0.001157365702804804,29,34
"-5.235000000000003,53.555",#,#,#,#,#,#,#,"-31.5,31.5","-1.1400000000000001,2.371",#,#,#,#,"-2.2199999999999998,5.824000000000001","-3.9749999999999996,4.432",#,"-0.875,0.5875",#,0.0,0.122961147208757,0.6575875486381323,1,84.94552208142619,49989,48846,0.3157894736842105,0.0009471155726053214,169,257
"65.315,108.49748139154144",#,#,"3.3685000000000005,7.88",#,"34.296,62.704",#,"-0.8080374344849814,4.455",#,#,#,"71.9,84.1",#,"-0.38500000000000023,4.785",#,"2.3019999999999996,9.298",#,#,"-0.045500000000000096,2.0455",1.0,0.3276800000000001,0.8,1,88.18450239488001,49853,48848,0.42105263157894735,0.0009832291736412133,12,15
#,#,#,#,#,#,"1.179,2.4210000000000003",#,#,#,"-0.5660000000000003,6.166",#,#,#,#,#,#,#,#,1.0,0.4113109068164202,0.8372093023255814,1,66.31777577816487,49994,48848,0.10526315789473684,0.0007394221218611102,36,43
"-5.487614822941606,60.65",#,"-2.712500000000001,19.608303724323633",#,#,#,"0.30899999999999994,2.136",#,"-31.5,31.5",#,#,"26.134106781056904,93.2","-1.2899999999999998,1.89",#,#,#,#,#,#,0.0,0.2481884326272296,0.7567567567567568,1,110.66720989761373,49989,48850,0.3157894736842105,0.0012339042165205555,28,37
#,"20.665,41.001",#,"2.6220000000000003,6.978","9.776817238260561,13.015",#,"0.6639999999999999,0.806","-0.7399999999999998,3.9675000000000002",#,"-0.7719999999999998,4.772","1.311,5.289",#,#,"-1.3150000000000002,5.697","-2.0279999999999996,7.627999999999999",#,"-0.6625,1.3375","-0.5265,1.5090000000000001","1.0545,3.9455",0.0,0.03125,0.5,1,90.76,49855,48850,0.631578947368421,0.0010119451533567613,3,6
"49.09,94.76275661824582","2.302999999999999,22.622",#,#,#,"43.455999999999996,53.408",#,#,"-34.0,61.28890247157554",#,#,#,#,#,#,#,#,#,#,1.0,0.22301350200402018,0.7407407407407407,1,75.98562836837858,49984,48857,0.21052631578947367,0.000847175545685406,200,270
#,#,"-4.112500000000001,5.512500000000001",#,#,"-3.235316482332909,39.084",#,#,"0.29999999999999716,66.3",#,#,"26.134106781056904,97.8",#,"-1.3150000000000002,5.697",#,#,"-0.6000000000000001,0.8",#,"-0.5095000000000001,0.7740000000000002",0.0,0.2373046875,0.75,1,78.31026997611778,49973,48860,0.3684210526315789,0.0008731346205419995,60,80
"87.58063837585512,101.72","11.205,43.367","7.1,35.4875","5.035,11.965",#,"33.008,67.132",#,#,#,#,"1.83,11.305","32.2,151.80790622846402",#,#,#,#,#,#,"1.821,3.3790000000000004",1.0,0.1,1.0,1,84.0,48864,48864,0.42105263157894735,0.0009365733019167908,0,0
#,#,#,#,#,#,"-0.8394999999999999,1.068",#,#,"2.3745,7.2255",#,"71.9,107.7",#,#,#,"-0.6269999999999998,6.479","0.8797253203111806,2.975","-1.0065,1.6065",#,1.0,0.620921323059155,0.9090909090909091,1,95.46512055662197,49990,48864,0.3157894736842105,0.0010644057521142852,40,44
#,#,#,"0.7645000000000004,1.8590102101884307","-2.3200000000000003,8.32","13.621766083351428,46.196000000000005","-1.2758845127785776,0.929",#,#,#,#,#,#,#,"-2.2199999999999998,5.42",#,#,#,"-0.37400000000000017,0.7740000000000002",0.0,0.09430069258360968,0.6235955056179775,1,63.771053909210295,49973,48866,0.3157894736842105,0.00071102698245789,111,178
"-5.487614822941606,53.555",#,"-2.0875000000000004,9.9875","-0.3334999999999999,2.9335","2.0250000000000004,6.775",#,#,#,#,"-1.0175,3.2175000000000002",#,#,#,"0.9029999999999996,2.915","-3.2520000000000002,5.824000000000001",#,#,#,"-0.14550000000000007,2.2840000000000003",0.0,0.1043582467665522,0.6363636363636364,1,77.53875800735035,49989,48868,0.42105263157894735,0.0008645325073032277,105,165
"65.315,105.075",#,#,"7.4655000000000005,10.5345","9.64,22.560000000000002",#,#,#,"-35.5,51.0",#,"6.962000000000001,13.616999999999999",#,"1.845,4.5455",#,#,#,#,"3.276,4.524",#,1.0,1.0,1.0,1,26.0,49877,48872,0.3684210526315789,0.00028989173630757813,2,2
"49.09,107.27","2.302999999999999,34.995000000000005","3.125,16.775","-2.165,4.765","-3.4349999999999996,9.46355779643755",#,#,#,#,#,#,"42.7,112.7",#,"1.055,4.345000000000001",#,#,"0.125,1.3375","-2.351601728885778,1.8597767579316218","-0.30700000000000016,1.9070000000000003",1.0,0.19127982003168453,0.7183462532299741,1,73.84293890036231,49956,48894,0.5263157894736842,0.0008173126625002522,278,387
#,#,"5.95,24.0625",#,#,#,"1.179,2.5485",#,#,#,#,#,#,#,#,#,"-0.41250000000000014,1.0125000000000002","-1.1065,1.5065","-0.045500000000000096,2.0455",1.0,0.401877572016461,0.8333333333333334,1,69.69799327563777,49935,48903,0.2631578947368421,0.0007771104726087899,15,18
"36.995,59.005","3.846,17.754",#,#,#,"-3.235316482332909,42.855999999999995",#,"-0.8424999999999999,1.0425","-2.6000000000000014,37.4",#,#,"42.0,66.0","-1.2514999999999998,1.4515","0.6549999999999996,4.090000000000001",#,#,"-0.4625000000000001,0.8625",#,#,0.0,0.22621766644850363,0.7428571428571429,1,92.11667119662509,49910,48905,0.47368421052631576,0.0010270716060024583,26,35
#,#,"14.337499999999999,29.4625","5.035,10.1215",#,"34.52799999999999,58.272000000000006",#,#,"-8.8,55.60000000000001",#,#,"42.7,107.7",#,"1.526,4.5440000000000005","-1.9439999999999995,11.296","1.9210000000000003,6.479",#,"-0.17316839701191156,1.492","0.6879999999999997,4.932579931395418",1.0,0.8686157861214838,0.9722222222222222,1,79.91105416908302,49994,48906,0.5263157894736842,0.0008909828555094002,35,36
"-5.235000000000003,60.65",#,#,#,"-0.040000000000000036,13.64",#,#,#,#,#,#,#,#,"0.6549999999999996,5.325",#,"0.8380000000000001,6.562",#,"-0.575,0.0062368416901568136",#,0.0,0.09895227559841319,0.6296296296296297,1,71.09199356902892,49998,48911,0.2631578947368421,0.0007926531328189604,17,27
#,"3.846,28.332903216444656","-7.2375,12.837499999999999","-2.165,4.765",#,"51.988,56.60865428566486","-1.5238349482855593,0.3105",#,"-19.0,19.0",#,#,"-24.925675529683982,56.585251256684","0.26049999999999995,2.5395","1.82,5.58","0.05021455991557078,5.916","-1.096,7.471718450340386",#,#,"-1.3404916980515358,1.2815",0.0,0.18593443208187066,0.7142857142857143,1,73.904,49768,48917,0.631578947368421,0.0008240061107721252,5,7
#,#,#,#,#,"26.535999999999994,57.064","-0.828,0.828",#,#,"-0.11699999999999999,4.976335121545171","1.3640000000000003,5.036",#,#,#,"-3.032,7.032",#,"1.225,2.975",#,#,1.0,0.4546875855559674,0.8541666666666666,1,98.51643431683775,49993,48918,0.3157894736842105,0.001098426930728445,41,48
#,#,#,#,"-3.3099999999999996,7.71","-3.235316482332909,42.855999999999995",#,"0.7350000000000001,3.465","-31.5,31.5","-1.3025,3.7024999999999997",#,#,"-1.4695,2.761","0.6549999999999996,4.090000000000001","-3.7920000000000003,5.5920000000000005","-2.144,3.137","-0.26249999999999996,2.140035852309413","-1.0065,1.6065",#,0.0,0.22190066239999998,0.74,1,100.44266870568974,49989,48919,0.5789473684210527,0.00111990383194074,37,50
#,"2.3303921346391143,23.897",#,"-0.48499999999999965,2.4849999999999994",#,"43.455999999999996,53.408",#,#,"-34.0,18.0",#,"-1.142,3.142",#,#,#,#,#,#,"0.8955,1.9994999999999998",#,1.0,1.0,1.0,1,97.01433345441792,49929,48924,0.3157894736842105,0.001081678983531676,18,18
"-5.235000000000003,36.975",#,#,#,"-2.9200000000000004,7.720000000000001",#,#,#,#,#,#,#,#,#,#,"-3.9749999999999996,4.432",#,"-0.8775,1.8890359239005812",#,0.0,0.1950471552173071,0.7211538461538461,1,96.40469781395215,49989,48925,0.21052631578947367,0.0010748817399036143,75,104
"31.67329548728018,108.49748139154144","20.786,42.967","5.95,24.0625",#,#,"41.268,51.32","1.179,2.5485",#,"-35.5,51.0",#,#,#,#,#,#,#,"0.4,1.2000000000000002","-1.1065,1.5065","-0.9701579597171907,2.0455",1.0,1.0,1.0,1,75.79936000000001,49935,48930,0.47368421052631576,0.000845138772361661,9,9
