GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count 
#,"22.189999999999998,47.81","9.225000000000001,14.875",#,"-0.5200000000000005,17.115000000000002",#,"-0.7935,0.6325",#,#,#,#,#,#,#,"1.5040000000000004,11.296",#,#,#,"0.9259999999999998,2.0740000000000003",1.0,0.5574838745185707,0.8897058823529411,1,88.8519820055707,49990,47528,0.3157894736842105,0.0009906713591524838,121,136
"-5.487614822941606,36.975","-2.1050000000000013,10.705000000000002","-2.712500000000001,19.608303724323633",#,#,"0.9133925361629558,40.1",#,#,#,#,#,"57.8,93.2","-1.2899999999999998,1.89","-1.3150000000000002,5.697",#,#,"-0.6625,1.0625",#,#,0.0,1.0,1.0,1,102.75545455937899,49981,47552,0.42105263157894735,0.001145690659126647,50,50
"56.694391448248645,91.90860918985246",#,#,#,#,#,#,#,"3.200000000000003,72.2",#,#,"16.0,126.8",#,#,#,#,#,#,#,1,0.24809706595445083,0.756701030927835,1,73.71677921111606,49995,47555,0.15789473684210525,0.0008219186584812621,734,970
#,#,#,#,"-1.7700000000000005,13.615","17.912613118899472,42.855999999999995","0.30899999999999994,0.806",#,#,#,#,#,#,#,#,#,"-0.46249999999999997,1.0625",#,#,0.0,0.05817803974538264,0.5661764705882353,1,75.46066047920911,49989,47557,0.21052631578947367,0.0008413623803551758,154,272
"-5.487614822941606,36.975",#,#,#,#,#,"-0.7244999999999999,0.7555",#,#,#,#,"57.8,97.8",#,"-1.4850000000000003,5.697",#,#,#,"-0.8775,0.7045",#,0.0,0.3276800000000001,0.8,1,100.27902188733366,49989,47562,0.2631578947368421,0.0011180792219286455,116,145
"37.865,60.65","-5.046,10.705000000000002",#,#,#,#,"-0.59,0.7899999999999999",#,"-51.11072958088563,22.5","-1.5795000000000003,2.1935000000000002","-2.468,2.642","57.8,97.8",#,#,"-1.956,3.756",#,#,"-0.8775,0.01711761926782107","0.8005,1.6790000000000003",0.0,0.13168724279835387,0.6666666666666666,1,50.32,49510,47573,0.5263157894736842,0.0005610520065768204,4,6
"37.865,60.65","-5.046,10.705000000000002",#,#,#,#,"-0.59,0.7899999999999999",#,"-51.11072958088563,22.5","-1.5795000000000003,2.1935000000000002","-2.468,2.642","57.8,97.8",#,"-2.1900000000000004,4.390000000000001","-1.956,3.756",#,#,"-0.8775,0.98","0.8005,1.6790000000000003",0.0,0.07775999999999998,0.6,1,62.8324156473017,49743,47573,0.5789473684210527,0.0007005614641690666,18,30
"-5.487614822941606,36.975",#,#,"-1.3274999999999997,3.1274999999999995",#,"0.9133925361629558,40.1","-0.7244999999999999,0.806",#,#,"-0.8935,1.4935",#,#,#,#,#,#,#,#,#,0.0,0.37332004689974696,0.8211382113821138,1,103.29293707710738,49989,47579,0.2631578947368421,0.0011516834183689258,101,123
"49.09,119.90900713001282",#,#,"0.37049999999999983,7.282258396216919","1.81,9.79",#,"-0.8394999999999999,0.8995884681711678",#,#,#,"-1.142,3.142",#,#,#,#,"1.9210000000000003,6.479","1.225,2.975","0.5340231552432719,3.067131079873713",#,1.0,1.0,1.0,1,98.6,49712,47583,0.42105263157894735,0.0010993586615356617,5,5
"54.25,89.75","3.846,28.332903216444656",#,"-0.3334999999999999,3.4789999999999996",#,"51.988,62.904","-1.5238349482855593,0.3105",#,#,#,#,"-24.925675529683982,56.585251256684","0.26049999999999995,2.5395",#,#,"-1.096,7.471718450340386",#,"-0.8775,0.98","-0.8350000000000003,2.035",0.0,0.44370531249999995,0.85,1,75.33703094378824,49979,47585,0.5263157894736842,0.0008399839503289428,17,20
#,#,#,"1.4150000000000003,3.8244999999999996",#,#,#,#,#,#,#,"49.7,66.0","-0.03699999999999992,0.8975876353724147",#,#,"-0.27300000000000013,4.073",#,"-0.5825,0.7825",#,0.0,0.14680859619069647,0.6813186813186813,1,90.62666061754865,49974,47587,0.2631578947368421,0.0010104584616222611,62,91
"56.96,91.03999999999999",#,#,#,#,"22.024,58.004000000000005",#,"-0.047499999999999876,4.047499999999999","10.600000000000001,56.6",#,"-0.9599999999999995,5.16",#,#,"0.21928857756479347,4.296","-0.7440000000000002,3.744",#,#,#,"-0.045500000000000096,2.0455",1.0,0.1588713549974229,0.6921641791044776,1,69.06221855868512,49995,47588,0.42105263157894735,0.0007700217865857952,371,536
#,"28.414,43.786",#,#,#,#,"1.0755000000000001,2.5244999999999997",#,#,"-0.05499999999999994,2.255",#,#,#,#,#,#,#,#,#,1.0,0.2994492622121735,0.7857142857142857,1,55.01706718735208,49908,47591,0.15789473684210525,0.0006134228128266223,33,42
"23.25,58.75",#,#,"-1.3719999999999999,4.172","-1.7700000000000005,13.615","13.621766083351428,42.855999999999995","-0.29166818686428586,0.806","0.047499999999999654,3.7525000000000004",#,#,#,"49.0,96.0",#,#,#,#,#,#,#,0.0,0.0992436543,0.63,1,81.298452479348,49974,47614,0.3684210526315789,0.0009064519057060508,252,400
"23.25,58.75",#,#,"-1.3719999999999999,4.172","-1.7700000000000005,13.615","13.621766083351428,42.855999999999995","-0.29166818686428586,0.806","0.047499999999999654,3.7525000000000004",#,#,#,"49.0,96.0","1.293,3.3069999999999995",#,#,#,#,#,#,0.0,0.07775999999999998,0.6,1,74.26793887025725,49700,47616,0.42105263157894735,0.0008280639135032288,12,20
#,#,#,"0.3150000000000004,2.2195628556757816","-2.395,9.195","-3.235316482332909,37.01492348247721","-0.45999999999999996,0.45999999999999996",#,"-42.506992129706255,22.5",#,#,"42.0,66.0",#,"0.6549999999999996,4.090000000000001",#,#,#,"-0.8869999999999999,1.6869999999999998","0.8005,1.6790000000000003",0.0,1.0,1.0,1,77.5,49122,47616,0.47368421052631576,0.0008641003678398964,2,2
#,"22.189999999999998,47.81",#,"5.035,9.9285",#,"41.268,67.132","-0.406,0.606",#,"-8.8,72.2",#,"-0.5660000000000003,6.166",#,#,"1.526,4.5440000000000005",#,"1.9210000000000003,6.479","0.5405794094122863,2.975","-1.0065,1.5065",#,1.0,1.0,1.0,1,106.66908226278771,49876,47618,0.5263157894736842,0.001189326364134439,34,34
#,#,"12.237499999999999,35.4875","4.912298266506403,10.1215",#,#,#,"-1.455,4.845000000000001","-35.5,51.0","0.14349999999999952,5.4565",#,"42.7,107.7",#,#,"1.2439999999999998,10.911999999999999",#,"0.6625,2.975",#,"1.5519999999999998,3.8480000000000008",1.0,0.678239593210408,0.9252873563218391,1,79.66650968893305,49994,47618,0.47368421052631576,0.0008882562622803576,161,174
#,"28.414,43.786",#,#,#,#,"1.0755000000000001,2.5244999999999997",#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.3221821382900026,0.7972972972972973,1,59.68668204862019,49994,47619,0.10526315789473684,0.0006654875343658793,59,74
"65.315,108.49748139154144","28.414,43.786",#,#,#,"41.268,55.932","1.0755000000000001,2.5244999999999997",#,#,#,#,"71.9,84.1",#,"-0.38500000000000023,4.785",#,#,"1.3249999999999997,2.475",#,#,1.0,0.3276800000000001,0.8,1,49.723136000000004,49634,47624,0.3684210526315789,0.0005543971626806864,8,10
#,#,#,"-1.0749999999999997,3.8749999999999996",#,#,#,"0.9429993366846046,4.0175","-31.5,31.5",#,#,#,"-0.18049999999999988,1.7805",#,#,"-2.327,3.9269999999999996","-0.08750000000000002,1.2875",#,"0.15949999999999986,1.8405",0.0,0.2749477070367925,0.7724137931034483,1,107.26630149257142,49989,47630,0.3684210526315789,0.0011959851687297573,112,145
"54.35,107.27",#,#,#,"-2.4099999999999997,8.61","42.296,62.576591636611596",#,#,"-35.5,51.0","0.8984999999999999,4.593999999999999","-0.7739999999999996,6.773999999999999",#,"0.575,4.2625",#,#,"-2.15,11.231791515384753",#,"0.052000000000000046,2.548",#,1.0,0.42562275695295354,0.8429561200923787,1,80.21212754074591,49964,47634,0.47368421052631576,0.000906080698742142,365,433
#,#,#,#,"-3.5049999999999994,18.475","22.024,62.704","-0.0014999999999999458,1.4015","-1.94,2.7399999999999998","-3.0,72.0","0.37449999999999983,5.394","0.42300000000000004,7.095","42.7,96.2",#,"1.055,7.3100000000000005",#,#,#,#,#,1.0,0.16863895682524022,0.7004732927653821,1,72.54071805908896,49993,47688,0.47368421052631576,0.0007991634768881057,1036,1479
"23.7,66.3","7.590845287033723,28.332903216444656","-0.8375000000000004,12.775000000000002","-0.6789999999999998,3.4789999999999996",#,"45.096,62.904","-1.5238349482855593,0.3105",#,"0.5999999999999979,56.60000000000001","-1.5865,2.1935000000000002","-0.8499999999999999,4.25",#,"-0.6214999999999999,1.0215","-2.0199999999999996,6.002134139458823",#,"-0.3779999999999999,2.378","0.34753676680881185,0.65",#,"-1.3404916980515358,1.2815",0.0,0.26487008230452685,0.7666666666666667,2,67.07108150585688,49926,47691,0.7368421052631579,0.0014956424825969187,23,30
"23.7,66.3",#,"-0.8375000000000004,12.775000000000002","-0.6789999999999998,3.4789999999999996",#,"45.096,62.904","-1.5238349482855593,0.3105",#,#,"-1.5865,2.1935000000000002","-0.8499999999999999,4.25",#,"-0.6214999999999999,1.0215","-2.0199999999999996,6.002134139458823",#,"-0.3779999999999999,2.378","0.34753676680881185,0.65",#,"-1.3404916980515358,1.2815",0.0,0.10682523578800285,0.639344262295082,1,61.39317273159578,49926,47691,0.631578947368421,0.0006845143630997446,39,61
"1.2800000000000011,35.235",#,#,#,#,"49.764,61.636","-0.43699999999999994,0.43699999999999994",#,#,"-1.7715,2.7715",#,#,#,"-5.5468371811537756,4.808","-3.3999999999999995,6.8","-2.291,2.6910000000000003","-0.4625,0.6625",#,#,0.0,1.0,1.0,1,58.317184000000005,49702,47692,0.42105263157894735,0.0006502180663972506,10,10
"1.2800000000000011,35.235","0.900999999999998,20.299","-8.1125,12.5125","-1.1769999999999996,3.377","-1.4300000000000004,5.03","49.764,61.636",#,#,"-20.0,20.0",#,#,#,#,#,#,#,#,"-0.26049999999999995,1.2605","-0.21500000000000008,1.0355",0.0,1.0,1.0,1,49.04,49702,47692,0.47368421052631576,0.0005467804134047551,6,6
"58.055,99.945","6.25,26.888","3.3125,15.6875","1.8795000000000006,5.371647806601926",#,#,#,#,"15.0,65.0",#,#,#,"0.22550000000000003,1.9745000000000001",#,#,#,#,"-1.0234999999999999,1.8235000000000001","-0.23500000000000032,2.9375",1.0,0.32340225191860017,0.7979002624671916,1,78.82821799278535,49984,47693,0.42105263157894735,0.0008789095763061853,304,381
"-5.487614822941606,44.005",#,#,"-0.6639999999999993,6.463999999999999",#,"43.160000000000004,62.24","-0.6555,0.598",#,"-31.5,31.0",#,#,"48.2,90.2",#,#,"-0.8639999999999999,5.452",#,"0.75,1.65","-0.6529999999999999,1.4529999999999998","-0.8505000000000001,2.233",0.0,1.0,1.0,1,83.5216,49715,47705,0.5263157894736842,0.0009312392939687316,8,8
#,#,"-2.712500000000001,19.608303724323633",#,#,"-3.235316482332909,40.1",#,#,#,#,#,"26.134106781056904,97.8",#,"-1.3150000000000002,5.697",#,#,"-0.6625,0.8624999999999999",#,"-0.5095000000000001,0.7740000000000002",0.0,0.19740847340122253,0.7228915662650602,1,84.3584289094373,49981,47712,0.3157894736842105,0.0009405696703360066,180,249
"54.35,83.904900088483",#,"7.1,35.4875",#,#,#,"-0.5394999999999999,1.1395",#,#,#,#,#,#,#,"1.1440000000000001,6.856",#,#,#,#,1.0,0.34513970173108816,0.8083491461100569,1,82.11466940255588,49970,47727,0.21052631578947367,0.0009155524649780647,426,527
"49.09,94.76275661824582","2.3303921346391143,23.897",#,#,"-4.21,6.81","43.455999999999996,53.408",#,#,#,#,"-1.142,1.3631766752460663",#,#,#,#,#,"-0.7124999999999999,1.1125","0.8955,1.9994999999999998",#,1.0,1.0,1.0,1,84.80485836800001,49814,47728,0.3684210526315789,0.0009455472169083757,13,13
#,#,#,"0.3150000000000004,3.2849999999999997","-2.395,9.195",#,"-1.5281197007653824,0.6635","-2.1399999999999997,2.54","-42.506992129706255,34.5",#,#,"42.0,66.0","-0.03699999999999992,0.8975876353724147",#,"-1.6520000000000001,3.652","-0.27300000000000013,4.073",#,"-0.8869999999999999,1.6869999999999998","0.8005,4.5158835505330615",0.0,0.5051612089379387,0.8723404255319149,1,97.59520114191963,49974,47733,0.5789473684210527,0.0010881554736276312,41,47
"23.7,66.3",#,"-0.8375000000000004,12.775000000000002","-0.6789999999999998,3.4789999999999996",#,"45.096,62.904","-1.5238349482855593,0.3105",#,#,"-1.5865,2.1935000000000002","-0.8499999999999999,4.25",#,"-0.6214999999999999,1.0215","-2.0199999999999996,6.002134139458823",#,"-0.3779999999999999,2.378","0.34753676680881185,1.417504880018446",#,"-1.3404916980515358,1.2815",0.0,0.095367431640625,0.625,1,58.24751699731311,49926,47745,0.631578947368421,0.0006494413014598565,45,72
#,#,"2.5374999999999996,15.4625",#,"1.0149999999999997,12.985",#,"-0.828,0.828","-2.2399999999999998,2.7399999999999998",#,#,#,"42.7,85.64813572121",#,#,#,"1.9210000000000003,6.479","1.225,2.975","-0.68,1.0305806744661954",#,1.0,1.0,1.0,2,104.22990281954507,49993,47757,0.42105263157894735,0.0023242605771944657,53,53
#,"3.846,28.332903216444656","-7.2375,12.837499999999999",#,#,"51.988,62.904","-1.5238349482855593,0.3105",#,#,#,#,"-24.925675529683982,56.585251256684","0.26049999999999995,2.5395","1.82,5.58","0.05021455991557078,5.916","-1.096,7.471718450340386",#,#,"-1.3404916980515358,1.2815",0.0,0.43375716751999094,0.8461538461538461,1,64.63421949915067,49955,47758,0.5263157894736842,0.0007206510044420735,22,26
"-5.487614822941606,60.65",#,#,#,#,"13.621766083351428,46.196000000000005",#,#,"-25.0,25.0",#,#,#,"-0.913,1.1275000000000002",#,#,#,#,"-0.8775,1.9559179406514564","-1.417,2.217",0.0,0.06941965940605807,0.5865384615384616,1,70.45219784250679,49981,47766,0.3157894736842105,0.0007855196138172809,183,312
#,#,"12.237499999999999,38.612276174622544",#,#,"33.008,58.92",#,#,#,#,#,"41.599999999999994,143.4764045411515",#,#,"1.5040000000000004,11.296","0.7509999999999999,5.938000000000001","0.6625,1.3375","-0.68,1.492","0.6879999999999997,4.253",1.0,0.5295244828003928,0.8805970149253731,1,87.71819738622162,49990,47772,0.42105263157894735,0.0009780300210024094,118,134
#,"7.609999999999999,19.79322071098244",#,#,#,"42.296,55.932","0.5630000000000001,1.4759352236535355",#,#,#,#,#,#,#,#,#,#,#,"-0.7170000000000001,2.317",1.0,0.22481780895283973,0.7419354838709677,1,64.56862136099173,49886,47776,0.21052631578947367,0.0007199196060509412,23,31
#,#,"0.23749999999999982,13.525","0.7695000000000003,4.6305","1.862137289271928,20.13",#,#,"-1.455,2.7399999999999998",#,#,"0.5700000000000003,7.095",#,#,"-0.3440000000000003,3.851",#,#,"1.225,2.975",#,"0.5289999999999999,3.071",1.0,0.4556966565870437,0.8545454545454545,1,93.85912577237715,49993,47787,0.42105263157894735,0.0010464994207102219,47,55
"49.09,94.76275661824582","2.3303921346391143,32.046",#,"-0.48499999999999965,2.4849999999999994","-4.21,6.81",#,"-0.7935,0.6325",#,#,#,"-1.142,3.142","2.646020229439465,112.7",#,#,#,#,"-0.7124999999999999,1.1125","0.8955,1.9994999999999998",#,1.0,0.3540925979614258,0.8125,1,78.53928176469996,49929,47804,0.47368421052631576,0.000875688029196884,52,64
#,#,"16.4625,33.78588708192291","5.035,11.965",#,"33.008,67.132","-0.6475,1.068","-1.455,3.115",#,#,#,"-12.546032485889043,96.2",#,#,"1.5040000000000004,11.296",#,#,#,"0.6879999999999997,4.932579931395418",1.0,0.4746498542121722,0.8615384615384616,1,69.09075478251982,49941,47810,0.42105263157894735,0.0007703399564117608,56,65
"24.445,53.555",#,"-7.2375,11.337499999999999","1.2665,2.9325",#,"51.988,62.904",#,"-1.3275000000000001,1.7275","-74.90740872057725,34.5","-0.9945000000000002,3.3945",#,"27.5,66.0","0.4075000000000002,2.7925",#,#,"-2.5029999999999997,2.903","0.11249999999999993,1.2875",#,#,0.0,0.3066820026178275,0.7894736842105263,1,57.72246112832717,49922,47813,0.5789473684210527,0.0006435870954014404,15,19
"51.86,107.27",#,#,"2.5755,7.624499999999999",#,"34.296,62.704","-0.598,0.598",#,#,"-1.0104999999999997,4.593999999999999",#,#,#,#,#,#,#,"-2.351601728885778,1.541",#,1.0,0.3816869029399568,0.8247863247863247,1,88.5397459244398,49990,47831,0.3157894736842105,0.000987190026087218,386,468
#,#,#,"0.7645000000000004,3.8749999999999996",#,"18.9,40.1","0.30899999999999994,0.806",#,"-31.5,31.5",#,#,"54.2,108.2",#,#,"-2.2199999999999998,4.643999999999999",#,#,#,"-0.10450000000000015,1.9045",0.0,0.818708915307767,0.9607843137254902,1,115.43483777821328,49989,47837,0.3684210526315789,0.0012870617520734562,49,51
"47.925,94.075",#,#,"-0.48499999999999965,2.4849999999999994",#,#,#,"-1.0075,1.0075","-34.0,34.0",#,#,"42.7,112.7",#,#,#,#,#,#,#,1.0,0.11975490969461244,0.6541218637992832,1,65.73905333712167,49929,47852,0.2631578947368421,0.0007043679770788223,365,558
#,#,"-5.350000000000001,13.350000000000001","0.7645000000000004,1.8590102101884307","1.81,6.775","18.9,42.855999999999995","0.30899999999999994,0.806",#,"-31.5,31.5","-1.1400000000000001,1.94",#,"54.2,93.2",#,"-0.8739999999999999,3.074","-2.2199999999999998,6.62",#,#,"-0.875,1.075",#,0.0,1.0,1.0,1,116.71874855435735,49989,47861,0.5789473684210527,0.001301376949156549,39,39
"-5.487614822941606,36.975",#,"-2.0875000000000004,12.4875","-0.3334999999999999,2.9335","2.0250000000000004,6.775",#,#,#,"-31.5,55.9",#,#,#,"0.49540132944517434,5.536248544411243",#,#,#,#,#,"-0.14550000000000007,2.2840000000000003",0.0,0.2876303994929155,0.7794117647058824,2,83.17025485278273,49948,47863,0.3684210526315789,0.0018546438144936125,53,68
"51.86,107.27",#,"12.237499999999999,35.4875",#,#,"34.296,62.704","-0.5864999999999999,0.5864999999999999",#,#,"0.14349999999999952,4.593999999999999",#,#,#,#,"1.2439999999999998,10.911999999999999",#,#,#,"1.5519999999999998,3.8480000000000008",1.0,0.5299363077009898,0.8807339449541285,1,87.09159208099439,49990,47866,0.3684210526315789,0.0009710435710057994,96,109
"68.22,93.78","22.189999999999998,47.81",#,#,#,"25.924,67.132",#,#,"-20.5,51.0","2.9515,5.7625","8.058,11.305","42.7,100.2","1.845,6.014497231834932",#,#,#,#,"2.8175,4.1825",#,1.0,1.0,1.0,1,25.5,49877,47867,0.47368421052631576,0.0002843168952247401,2,2
"58.055,99.945","7.609999999999999,19.79322071098244",#,#,#,#,"0.5630000000000001,1.4759352236535355","-0.047499999999999876,4.047499999999999","10.600000000000001,56.6",#,#,"42.7,118.4","-0.8514999999999999,1.8515","0.21928857756479347,4.296",#,#,#,"-0.9869999999999999,3.361752602703107",#,1.0,0.3515304336386046,0.8113207547169812,1,62.177047507844705,49995,47876,0.47368421052631576,0.0006932543177126106,43,53
#,#,"3.125,8.450000000000001","-2.0164999999999997,7.282258396216919","-3.4349999999999996,6.84",#,"-0.8164999999999999,0.8164999999999999",#,#,"-0.9485000000000001,3.7485",#,#,"-1.3344999999999998,3.621579394465525",#,#,#,#,"0.5954999999999999,0.8955",#,1.0,0.18593443208187066,0.7142857142857143,1,71.80273928660077,49899,47878,0.3684210526315789,0.0008005777216705019,70,98
#,"0.9249999999999998,10.075","-5.337500000000001,11.125000000000002",#,#,#,#,"-1.6875,3.775",#,#,#,"36.400000000000006,94.4",#,#,#,#,"0.09999999999999998,0.9","-0.6435,0.6435","-1.417,0.7740000000000002",0.0,0.07472287811932173,0.5952380952380952,1,65.66519497857395,49981,47884,0.3684210526315789,0.0007321460533582486,175,294
"23.7,59.005",#,"-2.9250000000000007,14.125","-0.6789999999999998,3.4789999999999996",#,"45.096,62.904","-1.5238349482855593,0.3105",#,"0.5999999999999979,56.60000000000001","-1.5865,2.1935000000000002",#,#,"-0.6214999999999999,2.937986251100346",#,#,"-0.3779999999999999,2.378","0.34753676680881185,0.65",#,#,0.0,0.191817969083786,0.71875,1,63.887860636383024,49926,47895,0.5263157894736842,0.0007123293403406788,23,32
#,"20.786,42.967","5.95,24.0625",#,#,"41.268,67.132","1.179,2.5485","1.0274999999999999,4.845000000000001",#,#,#,#,#,#,"-1.2080000000000002,6.408",#,"-0.41250000000000014,1.3375",#,#,1.0,0.6995662212779985,0.9310344827586207,1,76.57216241473381,49935,47898,0.3684210526315789,0.00085375527366281,27,29
#,#,#,#,#,"41.268,67.132",#,#,#,#,#,#,"-0.8394999999999999,3.7108669730487467",#,#,#,"0.0625,1.0125000000000002","-1.1065,1.5065","-0.045500000000000096,2.0455",1.0,0.14141073918468694,0.6762331838565022,1,63.22756421790259,49995,47898,0.2631578947368421,0.0006693650952765141,754,1115
#,#,#,"5.8625,8.337499999999999",#,#,"1.0525000000000002,2.4210000000000003",#,#,#,#,"42.7,104.0",#,#,#,#,#,#,#,1.0,0.6062776116457453,0.9047619047619048,1,58.35470658476311,49994,47901,0.15789473684210525,0.0006506364312913939,19,21
#,"13.772999999999998,26.888","3.3125,15.6875","1.8795000000000006,5.371647806601926","3.7349999999999994,8.865",#,"-0.8394999999999999,0.828",#,"15.0,65.0",#,#,#,"0.22550000000000003,4.2625",#,#,"-1.068,6.479",#,#,#,1.0,0.18593443208187066,0.7142857142857143,1,72.77244879016459,49984,47910,0.42105263157894735,0.0008113896744282741,245,343
#,#,#,#,#,"-3.235316482332909,42.855999999999995",#,#,"-0.1999999999999993,59.8","-1.3025,3.7024999999999997",#,#,#,#,#,"-2.144,2.944","-0.26249999999999996,1.2625",#,#,0.0,0.05597055888056008,0.5618131868131868,1,86.30202443804167,49989,47914,0.2631578947368421,0.0009622401427385746,409,728
"49.09,94.76275661824582",#,#,#,#,"43.455999999999996,53.408",#,#,"-34.0,34.0",#,#,"42.7,112.7",#,#,#,#,#,"0.8955,1.9994999999999998",#,1.0,0.6544352144687637,0.9186991869918699,1,93.02804397136615,49990,47919,0.2631578947368421,0.0010372331227752715,113,123
"49.09,94.76275661824582","2.3303921346391143,23.897",#,"-0.48499999999999965,2.4849999999999994",#,"43.455999999999996,53.408","-0.7935,0.6325",#,"-18.0,18.0","-0.7330000000000001,3.733","-1.142,3.142",#,#,#,#,#,#,"0.8955,1.9994999999999998",#,1.0,1.0,1.0,1,97.6162191771018,49929,47919,0.47368421052631576,0.0010883898180396594,33,33
"-5.235000000000003,36.975",#,#,"-2.1164999999999994,4.5165",#,#,#,#,"-31.5,31.5",#,#,"57.8,97.8",#,"0.06099999999999994,3.539",#,"-3.9749999999999996,3.9269999999999996","-0.625,1.0250000000000001",#,#,0.0,0.4234790289079717,0.8421052631578947,1,101.17081231414875,49989,47920,0.3684210526315789,0.0011280224017460264,80,95
"23.7,66.3",#,"-0.8375000000000004,12.775000000000002","-0.6789999999999998,3.4789999999999996",#,"45.096,62.904","-1.5238349482855593,0.3105",#,#,"-1.5865,2.1935000000000002","-0.8499999999999999,4.25",#,"-0.6214999999999999,1.0215",#,"0.3440000000000003,6.056","-0.3779999999999999,2.378","0.34753676680881185,2.519941886990111",#,"-1.3404916980515358,1.2815",0.0,0.08825375108068294,0.6153846153846154,1,58.24752889617931,49926,47929,0.631578947368421,0.0006494414341284327,40,65
#,#,#,"4.4815000000000005,10.718499999999999","10.204999999999998,17.995","39.996,68.40400000000001",#,"-0.5574999999999999,2.7575000000000003","13.600000000000001,54.6",#,#,#,"2.058,3.542","5.491,9.909","8.052,12.948","0.357,3.643","0.22499999999999998,1.1749999999999998","1.1735,2.2264999999999997",#,0.0,0.03125,0.5,2,70.6,49950,47940,0.5789473684210527,0.0015743351217934627,3,6
"56.694391448248645,108.49748139154144",#,#,"0.3825000000000003,8.384",#,#,#,#,"-13.0,13.0",#,"1.8042635769676596,5.866",#,"1.3750000000000002,4.2625",#,#,"-3.9749999999999996,3.9749999999999996",#,#,#,1.0,0.3564069207836508,0.8135593220338984,1,83.75727052040767,49964,47946,0.3157894736842105,0.0009554897205610251,144,177
#,#,#,#,#,#,#,"-2.2399999999999998,2.7399999999999998","-94.8584733433442,51.0",#,#,#,#,#,"3.68,9.120000000000001",#,"0.125,1.675",#,#,1.0,0.3793235117214146,0.8237623762376237,1,81.48190405390366,49990,47946,0.21052631578947367,0.0009237777044210786,416,505
"-5.235000000000003,36.975",#,#,"-1.5769999999999997,2.9769999999999994","-2.9200000000000004,13.015","-4.131843653736837,40.1","-0.45999999999999996,0.45999999999999996",#,#,#,#,"42.2,97.8",#,#,#,#,"0.09999999999999998,0.9","-2.6679431936360345,1.375",#,0.0,0.3787874412704941,0.8235294117647058,2,103.69671129646903,49989,47971,0.42105263157894735,0.0023123707451630044,56,68
"-5.487614822941606,26.975",#,#,"-1.0749999999999997,3.8749999999999996","-2.3200000000000003,10.77","13.621766083351428,46.196000000000005","-1.2758845127785776,0.929",#,"-78.10483754968635,31.5","0.6755,4.081268342283962",#,"42.0,97.8","-0.348,1.154",#,#,#,#,#,#,0.0,1.0,1.0,1,97.71361535999999,49989,47979,0.47368421052631576,0.0010894757545231244,12,12
"-5.235000000000003,65.975",#,"11.570415704977908,16.275",#,#,"42.292,56.708","-0.598,0.598",#,"-31.108401967768827,31.0",#,"-2.568,4.368",#,"-0.8500108343528853,2.102",#,"-3.2520000000000002,5.452",#,"0.75,1.65","-0.575,1.375","0.6004999999999998,1.9068737408867111",0.0,0.0,0.0,1,102.0,47996,47996,0.5789473684210527,0.0011372675808989604,0,2
"-5.235000000000003,66.3","7.590845287033723,28.332903216444656",#,"0.2755000000000001,5.3245",#,"45.096,62.904",#,#,"0.5999999999999979,56.60000000000001","-0.832,1.6320000000000001","-0.8499999999999999,6.56",#,"-0.6214999999999999,1.0215","-2.0199999999999996,5.697",#,"-0.3779999999999999,2.378","0.34753676680881185,0.65","-0.931,1.331",#,0.0,0.12071966324265888,0.6551724137931034,1,66.54016674402307,49926,48006,0.631578947368421,0.0007419017104469467,19,29
#,#,"6.874999999999999,19.525",#,#,"34.296,62.704","-0.391,0.44499999999999995",#,"-35.5,51.0",#,#,#,"0.575,3.2249999999999996",#,#,#,"-0.0583685403185327,1.675",#,#,1.0,0.3955389362090943,0.8306878306878307,1,89.98917481595646,49993,48008,0.3157894736842105,0.001003350697549377,314,378
#,#,"7.1,35.4875","5.035,11.965",#,#,#,#,"28.837238832181992,91.87994448849113",#,#,"32.2,107.7",#,"1.526,4.5440000000000005","-0.6439999999999997,13.19386046531897",#,"0.6625,2.975","-0.20700000000000002,1.492",#,1.0,0.7203728077554274,0.9365079365079365,1,79.47337553790605,49994,48009,0.42105263157894735,0.0008861028778810689,59,63
#,#,"2.5374999999999996,13.525","0.6855000000000007,7.714499999999999","2.479041341757083,20.13",#,"-1.042003069315182,0.8995884681711678",#,"0.5999999999999979,55.60000000000001",#,#,#,"-1.673797663183385,2.16",#,"1.5040000000000004,11.296","1.9210000000000003,6.479",#,"-0.68,1.741",#,1.0,0.17978499811996382,0.7094972067039106,1,94.26939357230137,49993,48011,0.47368421052631576,0.001051073776282188,127,179
#,#,"-2.1375,11.337499999999999",#,#,"-3.235316482332909,42.855999999999995","-0.851,0.851",#,"-42.506992129706255,22.5",#,#,#,#,#,"-0.5800000000000003,4.180000000000001",#,#,"-0.4825,0.8825000000000001",#,0.0,0.06218577436085644,0.5737704918032787,1,79.82372471407805,49981,48015,0.3157894736842105,0.0008900091598423932,140,244
