GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count 
"41.15,118.89330680598417",#,#,#,#,"31.624000000000002,64.87766687502697",#,#,#,#,#,"80.5,119.5","-1.6755,1.8755000000000002","-1.5550000000000002,8.033000000000001",#,"-5.844206302539304,4.08",#,#,#,1.0,0.11602906250000002,0.65,1,69.26287576598445,49988,49832,0.3157894736842105,0.0007547053899187745,13,20
#,#,"14.05,24.515963511928007","4.080500000000001,10.119499999999999",#,#,#,#,#,#,#,#,#,#,#,"1.1860000000000004,5.214",#,"-0.7284999999999999,1.7285","1.9979999999999998,3.802",1.0,1.0,1.0,1,90.4416,49994,49840,0.2631578947368421,0.0009183109577343907,8,8
#,#,#,#,"12.684999999999999,19.715","37.26,56.339999999999996","-1.8288157828178249,0.713",#,#,"4.029164938516589,4.6095",#,#,#,#,#,#,#,#,#,1.0,0.0,0.0,1,21.0,49840,49840,0.21052631578947367,0.0002132263262969939,0,1
"55.025,88.295",#,#,"1.5815000000000006,6.419499999999999","4.58,12.455000000000002",#,#,#,#,#,#,#,"-0.6779999999999999,2.195",#,#,"-5.844206302539304,4.82",#,"-1.343,1.5430000000000001","1.4184999999999999,3.1814999999999998",1.0,0.2373046875,0.75,1,78.31892510310401,49993,49842,0.3684210526315789,0.0007952217466316325,12,16
"23.25,58.75",#,#,"-1.1194999999999995,4.919499999999999","-1.5099999999999998,9.51","41.588,66.28547294559934",#,#,"16.5,44.5","-0.6935,1.6935",#,"80.5,119.5",#,"1.09,3.91","-2.332,7.732",#,#,"0.39800000000000013,1.802",#,1.0,0.1,1.0,1,82.0,49845,49845,0.5263157894736842,0.0008325980360168333,0,0
#,#,"1.2750000000000004,6.812500000000001",#,#,"20.588,49.34400000000001",#,#,"-18.314485642361966,31.83087083200925","-0.9935,3.572",#,#,#,"-1.1450000000000002,2.669",#,#,#,"-0.953,1.153",#,0.0,0.053947741932415916,0.5576923076923077,1,69.9447079307202,49999,49852,0.3157894736842105,0.0006795917478995823,29,52
#,#,#,"-0.38499999999999956,2.585","-5.844999999999999,12.030000000000001",#,"-0.8394999999999999,0.8394999999999999","-0.6800000000000002,3.48","-28.999999999999996,31.83087083200925",#,#,"59.8,100.8","-0.9455,0.7889999999999999","-1.1450000000000002,2.1450000000000005","-0.8966424925532541,2.736","0.575,3.4269999999999996","-0.4625000000000001,1.35",#,"-0.3660000000000003,1.7660000000000002",0.0,0.043151275720164604,0.5333333333333333,1,69.24424445951999,49869,49852,0.631578947368421,0.0007030807553959249,8,15
#,"0.7199999999999989,28.295",#,#,#,"33.428,46.572",#,#,"13.3,60.3","-0.9935,2.8145787842498122",#,"43.2,111.0","-0.843,2.1805",#,#,#,#,"-0.909,1.5090000000000001",#,0.0,0.01692865529632258,0.4423076923076923,1,71.1535587854464,49999,49853,0.3684210526315789,0.020327311897002768,23,52
"-0.6550000000000011,48.975",#,#,#,"1.321954014231451,11.44",#,#,"2.5999999999999996,5.2","15.0,38.3",#,#,#,#,"-3.1915127152111413,3.9430000000000005",#,"-2.0210000000000004,4.021000000000001",#,#,#,0.0,1.0,1.0,1,78.0,49914,49853,0.3157894736842105,0.0007919834976745488,1,1
#,#,"1.2750000000000004,6.812500000000001","-0.3364999999999998,2.3365",#,"17.095999999999997,49.34400000000001",#,#,"-18.314485642361966,31.83087083200925",#,#,#,#,"-1.1450000000000002,6.196",#,#,#,"-0.953,1.153","-0.4610000000000001,1.2610000000000001",0.0,0.04741446831686874,0.5434782608695652,1,69.85419112188495,49999,49856,0.3684210526315789,0.007624765124723894,25,46
#,#,#,#,#,#,"-0.22549999999999998,0.6255",#,#,"-0.9935,3.572",#,"40.6,69.6",#,#,#,#,"-0.27499999999999997,0.675",#,#,0.0,0.042580499692325975,0.5319148936170213,1,67.90875878185065,49999,49856,0.21052631578947367,0.008200727522041354,25,47
#,"6.197925045365471,34.871",#,"2.5170000000000003,5.883",#,"30.335999999999995,50.263999999999996","-0.16349999999999998,1.3731214630740838",#,#,#,#,"55.599999999999994,90.6",#,"2.4090000000000003,4.968231754524757","1.048,9.961302154740732",#,"0.6913475774601663,1.0625","-0.25550000000000006,1.6555",#,1.0,1.0,1.0,1,81.6,49965,49858,0.47368421052631576,0.0008046755409065128,5,5
#,#,#,#,#,#,"-0.391,0.8704999999999999","-2.145,2.8925",#,"0.9904999999999997,4.6095",#,"51.900000000000006,80.9",#,"-1.381454703240617,7.209",#,"-1.0510000000000002,6.051",#,"-0.7284999999999999,1.6284999999999998",#,1.0,0.16806999999999994,0.7,1,72.04096789054272,49995,49861,0.3684210526315789,0.0007314776631514344,35,50
#,#,"14.05,24.515963511928007",#,#,#,"-0.6705,0.391","-2.0475,2.145",#,#,#,#,#,#,"7.241589399745579,9.961302154740732","2.1370000000000005,6.768",#,"-0.6944999999999999,1.7285",#,1.0,1.0,1.0,1,114.0,49994,49861,0.3157894736842105,0.0011575143427551098,1,1
#,#,"1.2750000000000004,6.812500000000001","-1.5224999999999997,2.585","-5.844999999999999,12.030000000000001",#,#,#,"15.0,31.83087083200925","-0.9935,3.572",#,"40.6,74.0",#,"-1.1450000000000002,6.196",#,#,#,#,#,0.0,0.07775999999999998,0.6,1,89.90272,49999,49863,0.3684210526315789,0.0009328996999069393,6,10
"62.25,97.75",#,#,"5.09203477173228,7.522499999999999",#,"37.599999999999994,57.848",#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.670176922268936,0.9230769230769231,1,85.79193395200001,49994,49868,0.15789473684210525,0.0008578797478508343,12,13
"65.705,86.295","25.367000000000004,44.033","-1.862499999999999,17.6625","5.09203477173228,7.522499999999999",#,"22.66123193358886,48.2",#,#,#,"0.38249999999999984,4.6175",#,#,"1.2220000000000002,3.9779999999999998",#,#,"0.1100000000000001,4.08",#,#,#,1.0,0.2373046875,0.75,1,95.25,49986,49868,0.42105263157894735,0.0009815180099385435,3,4
"-12.14,48.975","1.1389999999999993,25.661",#,#,"3.39,12.030000000000001",#,#,#,#,"-2.1565000000000003,2.71",#,"54.33142895640282,62.2",#,#,"-2.5839999999999996,5.984","-6.5729614772045135,2.8953586664590913","0.04999999999999993,1.35",#,#,0.0,1.0,1.0,1,88.0,49909,49869,0.42105263157894735,0.0008935198435302602,3,3
"-12.14,71.6267799116251",#,#,"-2.0164999999999997,3.4305",#,#,#,#,#,#,#,#,"-0.9455,2.2079999999999997",#,"-0.7999999999999999,2.6",#,#,"-1.248,1.248",#,0.0,0.04467053875601816,0.5370370370370371,1,70.39744941592032,49999,49869,0.2631578947368421,0.00784542950771523,29,54
"59.28,100.815","28.863,43.137",#,#,#,"38.9,59.957578426489476",#,#,#,#,#,"80.5,119.5",#,"2.9839999999999995,5.616","4.125261081045,6.888",#,"1.7875,2.6125000000000003",#,#,1.0,0.1,1.0,1,60.1073770369079,49870,49870,0.3684210526315789,0.0006103083423299125,0,0
"-0.16266417115467036,60.892947098646246",#,#,#,#,"22.635999999999996,50.052",#,"3.54713569161508,4.389822233967706",#,"-1.4405000000000001,2.6405000000000003",#,#,#,"-0.9220000000000002,1.5220000000000002",#,#,"-0.26250000000000007,1.4625","-0.8284999999999999,0.051810908968234815","0.6314999999999997,2.9685000000000006",0.0,0.03794093374707231,0.8237250554323725,1,68.23540837803964,49871,49871,0.42105263157894735,0.0006928374024678339,0,0
#,#,"1.2750000000000004,16.511473272230518",#,"0.24499999999999922,13.355","22.635999999999996,50.052",#,#,#,#,"-2.811,3.907","0.43750323990084183,95.3","-3.0153994249998757,1.3335000000000001","-0.9220000000000002,1.5220000000000002","-1.5871347690569735,4.048",#,"-0.26250000000000007,1.4625","-0.8284999999999999,0.051810908968234815",#,0.0,0.06092699470458736,0.5714285714285714,1,62.008,49909,49871,0.5263157894736842,0.0006296065733820952,4,7
"-0.6550000000000011,63.010000000000005","-2.697000000000001,28.295",#,#,#,"16.891999999999996,41.908",#,"0.2925,2.3075",#,#,#,#,#,"-1.55,3.1500000000000004",#,#,#,#,#,0.0,0.07042962777237427,0.5882352941176471,1,68.303371948032,49989,49874,0.2631578947368421,0.0007425273259800875,10,17
"-12.14,35.65","0.7199999999999989,25.025000000000002",#,#,"-2.755000000000001,10.355",#,#,#,"-18.314485642361966,60.3","-0.9935,1.3935",#,"43.2,90.2","-0.9455,0.7889999999999999","-1.1450000000000002,2.669","-0.808,3.4080000000000004",#,#,#,#,0.0,0.03125,0.5,1,70.75,49962,49874,0.47368421052631576,0.0007183696469291581,2,4
#,#,"7.7625,24.515963511928007","4.080500000000001,10.119499999999999",#,#,#,#,#,#,#,#,#,"0.2370000000000001,2.963",#,#,#,#,"1.9979999999999998,4.876",1.0,0.13168724279835387,0.6666666666666666,1,79.33333333333333,49965,49878,0.21052631578947367,0.000805521677121977,2,3
#,#,#,#,#,#,"0.8223353344765132,2.444",#,#,#,#,#,#,#,#,"1.1860000000000004,5.214",#,"-0.7284999999999999,1.7285","2.083,3.802",1.0,1.0,1.0,1,75.0,49946,49878,0.21052631578947367,0.0007615225939178354,2,2
#,#,"10.849999999999998,18.55","4.118,7.682",#,"37.984,56.216",#,"-1.1750000000000003,3.3750000000000004","6.899999999999999,47.9","-0.03349999999999964,5.4335",#,#,"-0.33350000000000013,1.7335",#,#,#,#,#,#,0.0,0.0,0.0,1,87.0,49881,49881,0.3684210526315789,0.000883366208944689,0,2
#,#,"10.849999999999998,18.55",#,#,#,#,#,#,#,#,#,"-0.33350000000000013,1.7335","1.7900000000000003,4.61",#,#,#,#,"0.9724999999999999,3.2275",0.0,5.949901826619859e-05,0.14285714285714285,1,70.44,49884,49881,0.21052631578947367,0.000715222020207631,1,7
#,#,#,#,#,"41.588,53.937304468721905","-0.736,0.736","-1.8175,1.3325","-34.0,34.0",#,#,#,"-0.3309548723825244,1.8755000000000002",#,"-0.9600000000000009,10.527999999999999","-3.4219999999999997,4.422",#,"0.39800000000000013,1.802",#,1.0,0.095367431640625,0.625,1,68.0128,49925,49882,0.42105263157894735,0.0006905771183415327,5,8
#,#,#,"0.6645000000000003,3.5355","3.1649999999999996,9.435",#,#,"-1.2025,2.0175",#,#,#,#,#,"-0.04500000000000015,3.245",#,#,"-0.42500000000000004,1.6375000000000002",#,#,1,0.07307706433667734,0.5925925925925926,1,66.13040876931484,49995,49882,0.2631578947368421,0.0007149479833743437,32,54
#,"22.368999999999996,43.230999999999995",#,#,#,#,"0.9905000000000002,2.2095000000000002","2.4725,5.5275",#,"-0.6935,1.6935",#,#,#,"1.7900000000000003,4.61",#,#,#,#,"0.9724999999999999,3.2275",0,0.1,1.0,1,56.0,49884,49884,0.3157894736842105,0.0005686035367919838,0,0
#,#,"10.849999999999998,18.55","2.0775,7.522499999999999",#,#,#,#,#,#,"-1.3619999999999999,4.962",#,"-0.33350000000000013,1.9695",#,"-1.4240000000000004,7.824000000000001",#,#,"0.09299999999999997,1.107",#,0.0,0.0,0.0,1,74.12,49884,49884,0.3157894736842105,0.0007525873954825329,0,6
#,#,"-0.8250000000000002,28.425",#,#,"41.588,53.937304468721905","-0.8624999999999999,1.07298656056447",#,"45.15255841499342,68.5",#,#,#,#,#,#,#,"-0.15000000000000002,1.35","-0.24600000000000005,0.8460000000000001",#,1.0,1.0,1.0,1,57.0,49981,49888,0.3157894736842105,0.0005787571713775549,1,1
"42.795,124.65406965562099","-5.597,15.997","2.7750000000000004,11.025","-0.7304999999999999,3.1304999999999996","-4.044999999999999,2.9471728045373764",#,"-0.48299999999999993,0.23709355265353727","-0.6387356545250001,3.7619710589313056","-34.19671495435826,31.83087083200925",#,#,"-21.703164198004583,58.4",#,#,#,#,"-0.4625000000000001,1.748763034911857","-2.0256653893538012,1.0555",#,0.0,1.0,1.0,1,51.0,49977,49889,0.5789473684210527,0.0005178353638641281,1,1
#,#,"-7.625000000000002,8.2","-0.3334999999999999,1.5316330627480403",#,#,#,#,#,#,#,#,"-0.41300000000000003,0.9215",#,#,#,"-0.5,1.1",#,"-0.8325000000000002,0.4152358731228758",0.0,0.13168724279835387,0.6666666666666666,1,75.64,49962,49889,0.2631578947368421,0.000768020920052601,4,6
#,#,#,#,"1.995,10.89",#,"0.7707610393777689,1.5015",#,#,#,#,"80.5,119.5",#,#,"-0.7239999999999998,3.0032105117124357",#,"0.13749999999999996,1.35","0.16149999999999998,0.9824999999999999",#,1,0.03125,0.5,1,75.0,49890,49890,0.3157894736842105,0.0007615225939178354,1,2
"59.28,125.74425384782535",#,#,#,"1.995,9.405000000000001","38.9,64.87766687502697","0.7707610393777689,1.536",#,#,#,#,"52.400000000000006,118.4","-1.408,2.408",#,"-0.09600000000000009,6.888",#,#,"-0.3825,0.9824999999999999","-0.3430000000000002,2.5020000000000002",1.0,1.0,1.0,1,73.67999999999999,49993,49890,0.47368421052631576,0.0007777684092547492,6,6
#,#,#,"2.6655000000000006,5.7345",#,#,#,#,"11.5,57.1",#,"-2.2190000000000003,8.519",#,#,"4.367,8.033000000000001",#,#,"-0.11250000000000004,1.6875","0.11750000000000005,1.6284999999999998","1.5775,3.4225000000000003",1.0,1.0,1.0,1,77.0,49894,49894,0.3684210526315789,0.0007818298630889777,1,1
#,#,#,"2.6655000000000006,5.7345",#,#,#,#,"7.100000000000001,38.5",#,"1.6870000000000007,8.113",#,"1.2220000000000002,3.9779999999999998",#,"7.328000000000001,10.296850728889213",#,"-0.11250000000000004,1.6875","0.06400000000000006,1.936",#,1.0,1.0,1.0,1,79.5,49986,49894,0.3684210526315789,0.0008072139495529056,2,2
#,#,"1.2750000000000004,18.34985440294984",#,#,"20.588,49.34400000000001",#,#,"-18.314485642361966,31.83087083200925","-0.9935,3.572",#,#,#,"-1.1450000000000002,2.669",#,#,#,"-2.338931311976425,1.153",#,0.0,0.018452812500000002,0.45,1,71.37629473465867,49999,49898,0.3157894736842105,0.02150266268011577,18,40
#,#,"1.2750000000000004,6.812500000000001",#,#,"20.588,49.34400000000001",#,#,"-18.314485642361966,31.83087083200925","-0.9935,3.572",#,#,#,"-1.1450000000000002,2.669",#,#,"-0.4125,1.2125","-0.953,1.153",#,0.0,0.01996455762479919,0.45714285714285713,1,69.94761197810922,49999,49898,0.3684210526315789,0.019720446569081694,16,35
"59.28,115.44387410932532","15.854,38.546","1.9749999999999996,16.825000000000003",#,#,#,"0.7707610393777689,1.536",#,#,#,#,"66.2,92.2","-1.408,2.408",#,#,#,"0.13749999999999996,1.35","-0.3825,0.9824999999999999",#,1,1.0,1.0,1,78.11904000000001,49993,49899,0.42105263157894735,0.0008116409342322147,9,9
"59.28,87.61358870239218","11.316,28.884",#,#,"1.995,9.405000000000001",#,"0.7707610393777689,1.536",#,"10.500000000000004,71.9",#,#,#,"-1.408,2.408",#,"-0.09600000000000009,2.768",#,#,"-0.3825,0.9824999999999999","-0.5275000000000002,2.5020000000000002",1,1.0,1.0,1,78.33333333333333,49993,49899,0.47368421052631576,0.0007953680425364058,3,3
#,#,#,#,"-2.865,9.865",#,#,#,#,#,"-1.0850000000000002,2.4850000000000003","58.701277486113476,62.2","-0.9455,2.2079999999999997",#,#,"-6.5729614772045135,2.8953586664590913","0.04999999999999993,1.35",#,#,0.0,1.0,1.0,1,67.25,49909,49909,0.3157894736842105,0.0006828319258796591,4,4
"-12.14,48.975","1.1389999999999993,25.661",#,"-0.48199999999999954,3.082","3.39,12.030000000000001",#,#,#,#,"-2.1565000000000003,2.71",#,"54.33142895640282,62.2",#,#,"-2.5839999999999996,5.984",#,"0.04999999999999993,1.35",#,#,0.0,1.0,1.0,1,87.0,49909,49909,0.42105263157894735,0.000883366208944689,2,2
#,#,#,#,"-3.4321640923119174,7.645",#,#,#,"-34.19671495435826,31.83087083200925","-1.04,3.755906009075965",#,#,"-1.561,2.3609999999999998",#,#,"-6.327891255541722,1.831",#,#,"-1.1095,0.2527498006418929",0.0,1.0,1.0,1,74.0,49962,49910,0.3157894736842105,0.0007513689593322643,1,1
"-0.6550000000000011,48.975",#,"0.375,10.825",#,"1.321954014231451,11.44","22.335999999999995,42.263999999999996",#,"2.5999999999999996,5.2","13.3,38.3","-0.9859999999999999,2.7945",#,"54.0,111.0","-0.843,2.1805","-3.1915127152111413,3.9430000000000005",#,#,#,#,#,0.0,0.1,1.0,1,62.197028612509506,49914,49914,0.5263157894736842,0.0006315259008397343,0,0
#,#,#,#,#,#,#,#,"15.0,38.3",#,#,#,#,"-3.1915127152111413,3.9430000000000005",#,"-2.0210000000000004,4.021000000000001",#,#,#,0.0,0.012558674125514407,0.4166666666666667,1,71.02283651519889,49999,49914,0.15789473684210525,0.026894763672782318,15,36
#,#,"-1.862499999999999,17.6625","2.5170000000000003,7.522499999999999",#,#,#,"-1.551380737486241,2.8925",#,#,#,"51.900000000000006,90.6",#,"2.3979999999999997,8.033000000000001","7.241589399745579,11.272",#,"-0.025000000000000022,1.4249999999999998",#,#,1.0,1.0,1.0,1,88.0,49994,49916,0.3684210526315789,0.0008935198435302602,4,4
#,#,"-7.625000000000002,8.9625",#,#,#,#,"-1.7525000000000002,4.09","-34.19671495435826,31.83087083200925",#,#,#,#,"-2.5372626993861935,3.9430000000000005",#,#,#,"-1.4235,0.9019999999999999",#,1,0.040386107340619246,0.5263157894736842,1,69.7892135117182,49953,49921,0.2631578947368421,0.007121156215356676,20,38
"-12.603887534055195,44.845",#,#,#,#,#,"-0.21399999999999997,0.614",#,#,#,#,#,"-1.4224999999999999,1.1374865292756704",#,"-2.0880000000000005,4.9559999999999995",#,#,#,"0.47999999999999987,2.12",0.0,0.06092699470458736,0.5714285714285714,1,74.24,49989,49921,0.2631578947368421,0.0007538058316328013,4,7
"66.09,115.44387410932532",#,#,#,"0.9749999999999996,7.625",#,#,"-1.4625000000000001,1.4625000000000001","-15.0,15.0",#,#,#,"1.2220000000000002,3.9779999999999998",#,#,#,"-0.9777608420906284,1.0125",#,#,1.0,0.13168724279835387,0.6666666666666666,1,66.0,49925,49925,0.3157894736842105,0.0006701398826476952,2,3
"66.09,115.44387410932532","10.610000000000001,21.590000000000003",#,"-0.8709999999999996,4.8709999999999996",#,"39.56399999999999,64.87766687502697",#,#,#,"-0.2015,2.8015",#,#,"1.2220000000000002,3.9779999999999998","0.40507264868031817,3.745",#,#,"-0.9777608420906284,1.0125",#,"-0.8020514343893109,1.7355",1.0,1.0,1.0,1,64.0,49995,49925,0.47368421052631576,0.0006498326134765529,2,2
"52.125,63.010000000000005","15.460999999999999,43.21",#,#,#,"36.128,49.272000000000006",#,#,#,#,#,"43.099999999999994,102.2",#,"0.44499999999999984,7.423832166483161",#,#,"0.175,0.825",#,#,0.0,0.0,0.0,1,58.25,49929,49929,0.3157894736842105,0.0005914492146095188,0,4
"52.125,63.010000000000005",#,"-2.0125,16.4125",#,#,#,"-0.5225715434247297,0.44849999999999995",#,#,#,#,#,"1.3375,2.3455000000000004",#,"5.164,8.836",#,#,#,#,0,0.1,1.0,1,71.332600832,49929,49929,0.2631578947368421,0.0007242851628865357,0,0
"-12.14,60.892947098646246",#,#,"-1.3709999999999996,4.3709999999999996","2.0175630954849137,12.030000000000001",#,"-0.8394999999999999,1.9165","0.6975,3.1025",#,"-0.9859999999999999,2.463",#,#,"-0.589,1.5804999999999998",#,"-0.936,2.736","0.575,3.2249999999999996",#,#,#,0.0,0.0003200000000000001,0.2,1,69.4,49932,49932,0.47368421052631576,0.0007564457766250499,1,5
#,#,#,#,#,"30.335999999999995,61.19200000000001",#,#,#,#,#,"49.3,95.3",#,#,"1.048,9.961302154740732",#,"-0.11250000000000004,1.325",#,"-0.8020514343893109,2.8560000000000003",1.0,0.17927081284810403,0.7090909090909091,1,74.34172931388686,49995,49933,0.2631578947368421,0.0008039449877381072,39,55
#,#,#,#,"2.695000000000001,13.905000000000001",#,"-0.16349999999999998,1.3731214630740838","-1.8849999999999998,1.9525000000000003",#,"-0.2015,2.8015",#,#,#,#,#,"-3.3219999999999996,4.521999999999999",#,"0.11750000000000005,1.8385",#,1.0,0.14387251916983998,0.6785714285714286,1,78.1457730361465,49994,49933,0.3157894736842105,0.0007934636238160096,19,28
#,#,#,#,#,#,#,"-1.5125000000000002,2.8047503146005237",#,#,"-1.3619999999999999,4.962",#,#,"-3.7631646256227036,5.649000000000001",#,"-5.844206302539304,4.08",#,"-0.8945,1.0945",#,1.0,0.14458830143346377,0.6792452830188679,1,74.37093760218863,49995,49936,0.2631578947368421,0.0008046690362886108,36,53
#,"22.368999999999996,43.230999999999995","4.324999999999999,13.675",#,#,"41.588,53.937304468721905",#,#,#,#,#,"47.400000000000006,120.4",#,"-3.7631646256227036,2.963",#,"-5.844206302539304,4.08","1.2375,3.8370566715090533",#,#,1.0,0.1,1.0,1,88.3860451570285,49936,49936,0.3684210526315789,0.0008974396049882571,0,0
"45.41,86.59","19.641841894758468,33.544000000000004",#,#,"3.39,6.818264533540301","17.095999999999997,45.504000000000005","-0.05999999999999994,0.9475","0.024999999999999467,4.575","13.100000000000001,56.1",#,#,#,"-5.214071380743799,1.3335000000000001",#,#,"-2.3210000000000006,3.721",#,"0.03950000000000009,1.5605",#,0.0,0.0,0.0,1,63.0,49940,49940,0.5263157894736842,0.0006396789788909817,0,1
#,#,#,"0.8150000000000002,6.0145",#,#,#,"-0.14749999999999996,3.9475","26.1,54.1",#,"-2.1129999999999995,4.313","40.6,144.75567217550432","-0.7045000000000001,2.1045","-0.19600000000000017,6.196",#,#,#,#,#,0.0,5.949901826619859e-05,0.14285714285714285,1,66.90179170991078,49955,49940,0.3684210526315789,0.0007402918470788543,3,21
#,#,"-7.625000000000002,8.2",#,#,#,#,#,#,#,#,"44.8,85.8",#,#,#,#,"-0.5,1.1",#,"-0.8325000000000002,0.4152358731228758",0.0,0.03125,0.5,1,73.25,49962,49943,0.21052631578947367,0.0007437537333930859,2,4
#,#,#,"-0.3334999999999999,1.5316330627480403",#,#,#,#,#,#,#,#,"-0.41300000000000003,0.9215",#,"-1.036,6.036",#,#,#,"-0.8325000000000002,0.4152358731228758",0.0,0.03125,0.5,1,73.25,49962,49943,0.21052631578947367,0.0007437537333930859,2,4
#,"25.367000000000004,44.033",#,"5.09203477173228,7.522499999999999",#,#,"0.8223353344765132,2.444",#,"4.700000000000003,53.2",#,#,#,#,#,#,#,"0.6625000000000001,1.5375",#,#,1.0,1.0,1.0,1,79.0,49946,49946,0.2631578947368421,0.0007615225939178354,4,4
"64.735,95.265","25.367000000000004,44.033","13.374999999999998,30.424999999999997","5.09203477173228,9.0185",#,#,"0.8223353344765132,2.444","-1.3049999999999997,7.24",#,#,#,#,#,#,#,#,#,#,#,1.0,1.0,1.0,1,75.0,49949,49949,0.3157894736842105,0.0007615225939178354,2,2
